order_id,payment_type,payment_installments,payment_value
ypItgml8Q9nr,wallet,1,26.42
Zlt9cV469LiD,credit_card,1,88.34
aLiQoz3HSfSd,credit_card,3,43.89
APJ1zRs7WDp0,credit_card,5,258.38
Hl4jD0sR9Yh2,wallet,1,156.42
MzGysWxNsvCW,voucher,1,639.77
I7UXB4vXtvRX,credit_card,4,26.86
q1sKEkryEIoO,voucher,1,125.02
lzz3Kqp8wnBq,credit_card,2,464.89
g3bpBD5Y0EMG,credit_card,2,16.63
axsxYZc7Hhv1,credit_card,5,170.17
QfkPEhgLN7Dd,credit_card,6,288.37
JNVHJrIgdDLP,credit_card,1,59.8
Pu7t0PN17OJf,credit_card,3,47.01
sJNHkO3TOIok,credit_card,2,98.81
qvifeciT8eXW,wallet,1,251.98
3lv99FfaLjYU,credit_card,6,274.19
Suv0c9RXEh43,credit_card,10,80.35
dpluzvaB22m2,credit_card,10,671.39
M5B8txiK0ef1,credit_card,1,828.08
dDP0a9dyYKAp,credit_card,10,373.73
PATyM5rHumQn,credit_card,10,329.32
jZlp1kZ7w0yn,credit_card,1,120.85
octpWe53n8SX,credit_card,3,77.47
y2lhsbgmlL12,credit_card,1,87.06
sbm91LLuJCUl,credit_card,3,902.03
L4EtFAApNrKy,credit_card,2,92.3
pLBPQMrr443f,credit_card,3,325.89
mGdlwJn2dx83,voucher,1,366.51
YnU6ukng8uPI,wallet,1,293.26
IEj6HIll7gGu,credit_card,2,767.33
55vJ0dLxVhYm,credit_card,3,7.78
cOeyGtEyBXnS,wallet,1,203.99
bxx2pLVK5qxa,credit_card,1,29.1
AtUWmIUJP2ad,credit_card,8,1223.7
aqHkaGesmRw0,wallet,1,55.6
C132GZlFK7oN,wallet,1,133.86
jLvl5jgit3x2,credit_card,1,11.62
zxyhLkPm7lGO,credit_card,3,66.37
gOWy7KoRgqaP,credit_card,7,751.08
fTYy8UyBHVex,wallet,1,70.27
1f8MknEgeT0o,credit_card,1,328.17
RIm7Pp7fEfQY,credit_card,3,97.19
LIaRFUQEtmvs,voucher,1,33.48
cFBdMYhhziI9,credit_card,2,249.76
tlWtGPlpsAF1,credit_card,10,209.23
SlZJ9PsOz47w,credit_card,3,183.56
GYNfnWce82ir,credit_card,3,146.56
PSxYAKKWa92J,credit_card,3,158.58
VN18EvlSPXlv,credit_card,2,67.25
prniNDAzYTiA,credit_card,4,1127.5
v7rvfEyiQCMc,credit_card,1,367.27
pEsETxwKvJTi,wallet,1,129.82
h210KvkB8Fll,wallet,1,444.17
Hnuf3nGdrleN,credit_card,1,185.05
oncxccTcg6Xl,credit_card,2,143.82
TcABleFptu6J,credit_card,2,573.51
evTWK3hH8cEX,credit_card,1,68.54
rngFwObaDEPh,credit_card,3,175.99
vA4uVjT8GdXq,credit_card,7,37.9
JrDJ3kQGDra2,credit_card,10,834.94
MVBduns1x1R6,voucher,1,1433.04
lbydg15IUuq9,wallet,1,20.76
H9q7WzhlE9x8,credit_card,2,151.75
xvrzGDnJ91eh,credit_card,2,54.26
nG0f7F4hWCNB,credit_card,8,38.85
qZ9HRfJxBGmt,credit_card,1,331.96
TvVfmqmaTVXG,credit_card,2,209.4
G6P5ZCdhIaPI,credit_card,1,48.92
9Nqt3mulTRuy,credit_card,2,1841.11
RUPHaqyfJUd2,credit_card,1,121.55
0FHydA9drCj6,credit_card,10,392.6
n5OV6AXSACVa,wallet,1,335.29
uYlzHX9U8l7g,credit_card,10,1586.47
dHTfdA0NEBL9,wallet,1,147.14
Ut8RV2lhBioP,wallet,1,246.37
3gAMmKQ3IbNz,wallet,1,477.71
frH74ZZNfkah,credit_card,2,293.66
YNA3cysKDPQE,credit_card,6,156.55
ktci57AbNWIU,credit_card,8,522.64
i6OkDCYta1FZ,credit_card,5,174.22
UafBhxdn3GA8,credit_card,4,205.27
ddGnJwXfNmW9,credit_card,2,38.45
5myn3zXd1ypV,voucher,1,27.51
1UiPcrzXASVU,credit_card,10,12.22
O1l1oKzEKUtv,wallet,1,168.65
jUV4FEjAsvys,credit_card,4,219.17
dMCO9N9lT9rK,credit_card,5,41.17
YRStXBI8brQn,debit_card,1,23.78
S1dLsRw3GsOz,credit_card,2,132.84
G2CfAID4aG39,credit_card,10,344.84
qH47Zwn4iycK,credit_card,1,71.92
kspUI3ypDcGI,credit_card,1,1.99
lwU3hgWuoZSY,credit_card,10,73.01
MDYMQNQSCKjI,credit_card,2,254.46
hv9jnjJLKtEH,credit_card,3,157.21
GJtyS4W3zcI5,debit_card,1,59.1
HWuWZbnONbG6,credit_card,2,102.67
DIHgxcAipJKs,credit_card,4,124.04
1x5P4qOg73Pc,credit_card,1,215.86
irwoSmQ2wCJF,credit_card,1,53.19
muL5IrDOQVnH,credit_card,6,174.24
uz41Wuhp3YWI,credit_card,2,101.23
QatUoZOwrBDo,credit_card,3,118.35
1DcLD91uDVMQ,credit_card,1,206.57
ohy8q6Hd9SWf,wallet,1,58.13
QHT1gfdoSsu8,wallet,1,25.86
PbjDvlPtVW9M,credit_card,4,237.59
kXmmJjTQqVrf,credit_card,8,363.51
RaceeEOqxs4A,credit_card,6,1605.14
I1DrtNRZOKT3,credit_card,1,154.23
ubp0hcLYbQxk,wallet,1,1828.41
N37JJVqycYuB,credit_card,1,78.39
Cklb5w0tBXwo,credit_card,3,228.67
qCo8mdYLWUp4,credit_card,3,17.23
N50kK2fNXhNc,credit_card,2,225.32
9TKUhsxD4kSv,credit_card,4,518.77
fJoUrUGXM6nR,voucher,1,25.58
c89y1HyazJvt,credit_card,4,340.13
Q0Juk88kdr8a,credit_card,1,387.14
ATxhSeN6KT3b,credit_card,3,287.61
s2n6WgdCuL24,credit_card,1,50.14
xIdizBMx68AP,credit_card,5,173.15
oviaAmNzOTcf,credit_card,8,124.99
HMcIe0jAIYkD,credit_card,1,145.12
b6ZuGqlywMvS,credit_card,2,172.49
cXPkAU0rMvUl,credit_card,10,110.3
B4SgZoKiNA0P,credit_card,1,83.01
Rr6W6M2F1XwQ,credit_card,1,183.78
mXMjBA1beGw7,credit_card,1,1951.95
wQqA7H0lFbxI,credit_card,6,92.39
Se0KTWT1MW68,credit_card,1,126.72
LLq2XEEeTDll,wallet,1,306.54
aOkZKyRD1Rko,credit_card,1,365.82
M5FiJ3kEIL5U,credit_card,1,337.38
vvNGEtcXftPo,credit_card,1,98.93
6J2MSdemyuB5,credit_card,1,78.67
8XPaoyhgU6R6,credit_card,5,117.36
ytYvEpMZ5DtF,credit_card,3,506.66
titGFtjIUwxW,debit_card,1,118.57
1isxws0c21lm,credit_card,9,17.24
IT8WjVHgC1Iq,credit_card,3,90.74
ZsacU5QS6BnL,credit_card,1,55.13
kPd9iCFFwHLz,credit_card,1,192.89
PjFPiyPOYLBD,credit_card,1,281.26
H66LL8RYoeNb,credit_card,2,71.61
T1YmBbZGosWL,credit_card,1,116.38
U5i4RO5xLhwD,credit_card,1,418.04
LqbmSjUXFxsA,credit_card,3,140.11
znpru5GtWcxP,credit_card,1,176.69
wiFnhjlFupgx,credit_card,10,349.14
THTBj6reiqh5,credit_card,1,158.23
TM2RZONOxaNV,credit_card,1,81.43
yostAa24DYgA,credit_card,3,259.59
9hb0uR1aIT6g,wallet,1,511.37
BuSCTi6qBNxY,credit_card,3,125.8
g5ghm90cfLXz,credit_card,1,94.11
G2fUAlU9zKiX,credit_card,8,212.02
oucs6dP9FCch,wallet,1,310.9
FucJ5NEJrqca,wallet,1,345.29
eq3myvglvPTW,voucher,1,504.65
AiqA6NUsYzsF,wallet,1,423.13
EQnB0crp9i0F,credit_card,1,145.65
dDHxRlSheIjH,credit_card,1,195.42
M6628RQX19GT,credit_card,8,428.11
RuHd4KInupL3,credit_card,8,407.48
5Apiec5VslKs,credit_card,1,119.34
YP2uUYhOCXVw,credit_card,4,256.45
NHyfUEMta8uG,wallet,1,282.27
JyWYdB8hLLdL,credit_card,5,146.35
AA0jP9nq253r,credit_card,3,126.72
uprztt7SWCXb,credit_card,3,432.32
zzEZJAheZnxG,credit_card,1,154.94
OQ1uaGduiLDl,credit_card,2,157.53
Npkp89ZvxdmP,wallet,1,168.08
N6XoXCzILHTf,credit_card,2,700.55
UL8k3vMXmOLE,voucher,1,164.28
xDknOxi57Quh,voucher,1,7.54
896i21QWO82U,credit_card,1,397.41
3h8O1htHgGZD,credit_card,5,129.86
Ya6Cd4Hw5EWP,wallet,1,209.51
bsMzdJ7MRxjR,credit_card,4,225.03
ezVLEW2TOITY,credit_card,1,50.17
PmRtm0lOo7f1,wallet,1,169.88
Hh8JnNQYDrFn,wallet,1,50.39
Fc0QvdU0qPi0,credit_card,4,91.79
DUV4OvdTnYAt,credit_card,5,300.06
EA9pU8JKAny1,credit_card,6,56.36
kJ1FUPylWyHR,wallet,1,189.68
YXo0d5ThUOeU,credit_card,3,276.2
4g6ljbzVpVCB,credit_card,3,378.18
XoOBcoPtWDmk,credit_card,1,284.81
E7fL5hygAZzY,credit_card,8,57.56
iAWPgr1zga3y,wallet,1,178.94
MFuXu0e0Emw7,credit_card,2,255.04
UlGn8txs9A5t,credit_card,1,188.9
EbeUSLzhNdFQ,credit_card,1,181.77
cy0szBFZiQ4M,wallet,1,130.14
rU50y0IY3ZrO,wallet,1,203.19
QMec8TgC8z5Z,credit_card,9,309.11
m77SNfpcBupx,credit_card,6,69.97
6XTxDNNiKiXV,credit_card,3,11.49
co31oKetITL8,credit_card,1,12.68
nznOVzxWNa6Y,credit_card,1,197.62
TjWIFgshkPwB,credit_card,7,106.97
Oj7za0ihQ9US,wallet,1,228.24
kMNGWD5AbTVS,wallet,1,161.97
nfvvuh4pojcG,credit_card,10,277.64
2Fh3YVz7Xkit,credit_card,10,371.28
hc4HyICapm6O,credit_card,3,60.53
aaiWimjYfel4,credit_card,1,362.93
v7kNquWqdEK3,credit_card,2,2566.9
U8KA11vwB8no,voucher,1,87.62
b2MDsS9YJ7UC,wallet,1,1266.94
J5COAeswwi6C,credit_card,10,233.75
mWrxwP0PDY7K,voucher,1,190.95
tK52AEpAzbpT,wallet,1,23.08
R7TYPJ4o8Gac,wallet,1,71.16
IRhBeJwmho7I,credit_card,3,12.33
1IEyOsYdR0Fp,credit_card,5,1894.41
YyfiAB3SYi7y,credit_card,4,164.88
Zq9xSfV27iyG,credit_card,15,557.72
XLwNrPbIzZ3Q,credit_card,6,92.59
38OaultAYAYw,credit_card,5,57.86
hC3K5sHV7ngx,credit_card,8,63.51
58ftPkbxn8q0,credit_card,2,55.39
6fJBmRln4RQ1,credit_card,6,247.97
AD9A7FqYVYHA,credit_card,5,246.87
8OZR0FuMfWPB,credit_card,2,151.94
chTT7oKgTNuC,credit_card,1,135.2
WxrtuEeUfDkY,credit_card,4,819.32
5MXPcC17lP4B,credit_card,2,106.48
LziE69yicUNI,wallet,1,688.25
WGH7kiKzfCUF,credit_card,1,74.72
nZkP5RFIFot6,credit_card,10,232.59
AFQMTSHQ7EXG,credit_card,3,211.44
Fi8Bkbe8Oei2,voucher,1,137.01
EdejnTgmcHfs,wallet,1,8.6
iqWuceCHSX2k,credit_card,3,745.3
ofTGs3cqj6kA,credit_card,2,144.74
MP6Gjb0rewlx,credit_card,3,139.97
Wgk7Z7V9YXHE,credit_card,1,103.83
jQ27qB5ca5Fk,debit_card,1,173.89
0sqS0Fsw0UWv,credit_card,8,21.76
VzHnXY33yMWV,credit_card,2,136.92
aE5qN0CbzahK,credit_card,5,74.21
97Kzyc4jQQKb,wallet,1,125.85
Fs5VUv3msGz2,credit_card,1,394.54
d9ZIHzpJsS7C,credit_card,4,118.57
Mhypdek5vO8L,wallet,1,145.41
umFiTwOugt6I,credit_card,10,86.88
KN6fg6cphgR4,credit_card,1,61.44
AqByJXqqkC9w,voucher,1,1843.85
VSerMzT5qkWU,wallet,1,116.79
qBiMiFe6Sn7S,credit_card,1,98.09
x9izILBWbn0D,credit_card,3,371.79
u2779MxoZWYB,wallet,1,257.19
bqcT2sq7qy3p,credit_card,4,230.19
hJEN214zmaTP,credit_card,4,3.72
8KX96Fepra7C,wallet,1,74.16
mVigtfQc2frN,wallet,1,102.17
f2RzBQnMJPgs,credit_card,2,20.7
LBvFvJYSOvlK,credit_card,1,383.3
uwy6SE7auePe,wallet,1,187.43
nucFHp6FmjPB,credit_card,10,107.95
1q47NH4zhT6B,wallet,1,301.75
ouXzZxyaNhjW,wallet,1,127.23
LVsJjWVYrFFG,credit_card,1,310.28
F8UW3MH7iCXS,credit_card,3,479.5
dSlCSSRIpxIE,wallet,1,46.98
CZ9UB5Ttw2HV,credit_card,3,68.36
IBtPDGT0sEDT,wallet,1,45.72
8vcPZhdsE7vY,credit_card,1,157.13
gLZbMUA3mZtV,credit_card,10,313.93
tNS7XrA3ZWi0,wallet,1,79.99
IJmKU3GxcYZZ,credit_card,5,984.81
lGkRx24iNUkt,credit_card,6,209.16
yNMav4rlnjaF,credit_card,4,316.01
TBxqEODkwArE,credit_card,1,59.26
WbrzWi2Aw6EO,credit_card,1,785.57
3fTVIXDIF0VA,credit_card,3,19.86
zPnE4rE6p9Pw,credit_card,1,133.0
QoXXcSFAorCI,credit_card,4,393.14
FkWJ7uuEQFoz,credit_card,2,335.0
LAFTgAq30XFu,wallet,1,230.25
dnEzjbNKView,credit_card,10,156.3
ADABleHRs5fq,credit_card,1,365.99
ETjmNS2p5F4f,wallet,1,575.68
tS5mjneB7dLb,wallet,1,455.86
GyaooSyrd7bv,credit_card,6,127.76
FGN1MLUFbt6P,credit_card,2,274.88
P5nhb4aHxffX,credit_card,3,98.38
JCtXAX8vgoVE,credit_card,2,15.48
NKYmq1vwegeU,credit_card,5,80.51
GpXknWL8X1eJ,credit_card,1,513.46
pUM06MEroMn0,credit_card,1,15.25
N59f8IZDQrQ1,credit_card,1,293.54
Tf3EvPxVt0dR,credit_card,1,27.45
js5SvOmDIDrb,credit_card,10,55.2
3AxMPmtFSkeA,credit_card,3,222.58
SqDMO5ubHCto,credit_card,5,475.95
wVDMoSIhX3Na,credit_card,1,62.51
p1SJM4NdnLVL,credit_card,6,872.17
ONkq44ysLQKX,wallet,1,225.15
9x0Y8KUOFBjL,voucher,1,2.33
HNaG4Z7rc15V,credit_card,4,637.55
GypZq8srVsUB,credit_card,1,325.15
cxPjClwotH6T,credit_card,3,222.77
Y6lLkNy3CinN,wallet,1,121.11
UrtoX0acc0T0,credit_card,1,0.97
Pa10CqJem1Dd,credit_card,5,239.95
M0BcIyEKYfgl,wallet,1,180.78
7PTiH0e54FVD,wallet,1,242.23
DtDoytGxafQZ,wallet,1,203.99
RGQxX7xk5tLr,voucher,1,33.48
A5BDmxxqBnra,credit_card,10,659.41
p4TnjVbbusm7,debit_card,1,678.36
MSwwzW7RoT8s,wallet,1,194.99
JgE0zafWbUEI,credit_card,3,131.52
FJpqzm1vL1To,credit_card,3,1300.57
epD3Z5nsCeb6,credit_card,1,50.11
7pFf6w7zTgiE,wallet,1,21.06
ZQSL1OnZ60jy,credit_card,3,156.87
3cnMvRxuxnnB,credit_card,6,50.48
QrfTD58Dmg1j,credit_card,6,39.34
hFyKTNXxbwyh,credit_card,1,95.22
YnrMwbQV4rvs,credit_card,1,646.6
5a0aSobjYlc0,wallet,1,100.93
NVjbDmG8lGxu,credit_card,3,165.06
UqecLXHEqZKk,credit_card,8,0.22
7e7QeKj2x4it,credit_card,3,168.57
ffi8gpGHlzOE,credit_card,1,166.42
ukTgK3PsisQP,wallet,1,171.55
0BQQOE7Ici2o,credit_card,1,127.2
OMbWviJv4Qy8,debit_card,1,329.76
6dCAEHuMSsTy,credit_card,10,229.34
aFudG0MpToMG,credit_card,1,1381.87
lv7ldMv0imuK,credit_card,2,111.02
cXmOSihdH48f,credit_card,1,123.06
AkngsG7DRLnC,credit_card,5,34.43
NDge94HrFd1Q,wallet,1,135.81
eMgWBHqya7pd,credit_card,4,499.5
X7nknaT7fimR,credit_card,7,347.89
ObGH43tnUgJr,voucher,1,33.48
vFKq3dYgDxJE,wallet,1,246.87
WQvDqT9C7Hm2,credit_card,1,57.2
Tj1ncoMoih8v,credit_card,1,204.59
DwPDbRcHc8rc,credit_card,5,211.84
8SC6Gd0Sdu4g,credit_card,2,166.7
LtxtRxhK8O2Y,credit_card,3,109.31
3t7cMwvYQvwJ,credit_card,1,103.38
oUjwKhdW78ZT,credit_card,5,166.47
iSjVIR2thUCW,credit_card,5,972.48
5e99T5Z6Mwp9,credit_card,5,263.76
OurEjJgnCL8V,credit_card,2,43.47
g9v3dACCSmkG,credit_card,2,8.24
w9xlncNAkglU,credit_card,2,362.42
DJQ4M61s9stI,credit_card,6,43.98
ZXEZLBahe95p,credit_card,2,747.25
ayd3RqJoqF61,credit_card,10,588.78
cr5gxuoiETWC,credit_card,2,5.78
JuUbLxXHM3U8,voucher,1,145.48
axQeyJoEDsu4,wallet,1,607.87
lCa5C8KvZMgV,wallet,1,195.51
TVMJAqmzB8Mh,credit_card,1,713.55
cvAzpJNDwr4b,credit_card,3,27.89
wqQShsS4foU9,credit_card,3,254.23
elGPN1cNwTmW,credit_card,3,1692.05
byWWCk4U3D5I,credit_card,2,192.41
rWuUzZM5BM0h,credit_card,1,328.73
xThsPzoV2UcH,credit_card,2,83.62
92eK5XftBIrr,credit_card,3,76.07
oxJupgxU6KER,credit_card,5,161.24
VpqOJETe8Gja,credit_card,1,171.08
AwlaojNIBX6n,credit_card,10,266.25
OLts3IfSsgMG,credit_card,8,162.6
zpkDOkutw8pT,credit_card,2,11.3
3HlqgHjHxs4p,credit_card,1,312.64
oAX0T73AGNDq,wallet,1,414.03
JjbHEoXloRxV,voucher,1,269.2
FG0TgcBUokim,credit_card,4,1570.79
OrKga4l263Gx,credit_card,3,26.25
h68znoFlkMFA,wallet,1,1549.41
mfTnUoI4tOlt,credit_card,5,783.22
fMCiM7s5vT5n,credit_card,2,73.4
EyMmHAf64Ded,credit_card,2,216.45
PHSBu8Y5ubVe,credit_card,1,123.92
dM5UcNqSzl2w,credit_card,4,66.25
qhZU8Rel2qZ5,credit_card,1,451.94
DTKLEb1C82AV,credit_card,3,96.45
E1i8Qo8YTscq,credit_card,10,83.17
wBhlP9Ov6gu9,credit_card,10,205.9
Po8gVCiKNg5q,credit_card,1,5.78
BuDrROMZqOvR,credit_card,8,274.54
6d66kkBNTQb9,credit_card,3,299.06
Vb1BH5UejXBB,credit_card,2,470.01
GX7TLaTK8xBP,wallet,1,430.67
7KEcZX2IvkEF,credit_card,4,118.35
lJpSyioNr3el,credit_card,1,373.73
cI02unI2vjVm,credit_card,1,313.53
rSQ7baBU0dgC,credit_card,9,555.09
3zrQeY7TfS6w,credit_card,1,510.96
nxebgZyxVulk,credit_card,3,841.23
sqZ1mMKi0BWE,credit_card,1,67.31
dOVjY3xuMVng,credit_card,1,151.94
hXeK3mL1NiBW,wallet,1,247.85
G1SLTaxEm2oP,credit_card,2,162.31
4cAIpkZGihrN,credit_card,8,86.97
2HXr0xt0V7Yl,credit_card,4,372.0
U3FIXv9Pw2Fo,wallet,1,97.23
Yd4ctXiOdRoH,credit_card,7,125.51
pK0gFmdkOQor,credit_card,5,56.79
hAQkubOBEGHe,credit_card,1,414.11
001gkk6BwKEB,credit_card,2,265.9
murJ8K3LIbDg,credit_card,6,111.38
8YnDLhnDoX1L,credit_card,4,68.33
qaxumeH2LyBx,credit_card,1,277.25
QCHOMei9tnFa,credit_card,8,237.97
XVqJXV7H7L39,credit_card,2,206.66
rukZRvUlrgIg,wallet,1,1.07
yytbPkiZnRr0,credit_card,1,177.12
N2tPeKZcR4cx,wallet,1,135.13
WitAN6Uglilc,wallet,1,156.18
eSoxUyfh5DA6,credit_card,5,231.17
MoaSSC9m8Dba,credit_card,5,233.14
hCXelvYNKGlm,credit_card,1,428.52
N59qpp3RQr5C,wallet,1,112.98
DKS6BAULtcWS,wallet,1,455.86
HJgUy4lxJz9r,voucher,1,221.48
yOn49yPpfVO9,voucher,1,10.57
ILQiE3y7TeaG,credit_card,3,609.56
csCJKXprLOgt,credit_card,8,146.08
DTBzEsrczvzR,credit_card,9,519.74
zvDnLSOV4mi5,credit_card,9,102.03
C7vYglV7ezeU,credit_card,2,647.77
OTPS2sV42JjY,credit_card,2,18.96
UdZk4lLYU119,credit_card,1,305.0
rTAhhpOw76fE,credit_card,6,73.96
fDU6zNCocger,credit_card,1,209.51
yxaXLk9yVyyl,wallet,1,253.35
Wa5Zu2e9AACV,credit_card,4,332.2
cLUp8QEwQQGl,credit_card,3,27.22
7nWi3e7jGZMM,credit_card,6,385.3
8v8g6ss6ZMYy,credit_card,1,194.48
SDBSJRWdzhGY,credit_card,4,8.09
AjfDH3c0D3XD,credit_card,1,522.98
txmtW28A8cJg,wallet,1,161.25
pDzRYLzzbSOG,wallet,1,122.69
H4HRTrg25TIB,credit_card,3,188.75
MlB7rqRIl1hA,wallet,1,234.77
ltsmuRMSDnKk,credit_card,6,252.43
OXghriKIhafh,credit_card,1,164.57
b7PAdUUDD4b9,credit_card,1,120.32
jKi6FD71TTb0,credit_card,1,81.32
6G3KzTBm27f9,credit_card,4,1130.03
vtnjqHQVuukG,credit_card,8,6.49
6PAGuvxEtGIr,credit_card,4,381.69
43aJGEON7dz4,credit_card,4,85.74
HfGXrwv9kyvB,credit_card,1,858.65
373CjQpjreLw,credit_card,6,31.95
KVsz90PbecFH,credit_card,4,41.83
a8Or9rQj8qjn,credit_card,3,135.17
uMoU2nLMgkRJ,credit_card,10,328.24
dyTawWexem1Q,credit_card,1,97.99
6pKz8iFnlaO8,wallet,1,67.08
ZZ3LLA03FPjU,wallet,1,140.89
NAUROhpBWxhG,wallet,1,9.27
szfw9PrOSg1u,voucher,1,33.48
Z5qLHX3LhcQY,wallet,1,225.02
K46tb9LhiIgk,credit_card,10,27.96
4peBHvoZqGro,credit_card,10,55.34
yWCfdHXuszfP,credit_card,6,47.99
8fM7oyyZ57f3,credit_card,1,121.0
bL5zDJctssEc,credit_card,3,118.22
zYqRuR5f5LTa,credit_card,2,341.91
aBaBqZv8KP91,wallet,1,841.23
uOlou1BZTqcZ,credit_card,10,101.75
XYySigbFxdxt,wallet,1,30.64
zR8tv65kurHf,credit_card,1,186.56
qFLhHaG4z0ta,credit_card,6,313.93
ny4alQoEyy3z,credit_card,6,483.09
ROzubDbpbQ3C,credit_card,5,492.21
mh9VkI48T1Al,voucher,1,223.27
q0VGlJKT9CAo,debit_card,1,184.37
iBUoQJlhB8w3,credit_card,2,312.62
3nbCA9fs0Adx,credit_card,5,696.08
URNyrccNZ53t,credit_card,3,218.73
dSEHBN6KnFse,credit_card,10,204.58
cb8gj99KHkaV,wallet,1,903.81
oIU3qqwjkzg2,wallet,1,103.83
PpgIbpzX7bFQ,credit_card,2,280.46
9LAOMraXR2bg,wallet,1,117.3
o6P1ly2iZuPK,debit_card,1,143.27
PraRIKY5u9Fb,credit_card,2,41.63
X0W5b1SY5RF4,wallet,1,187.5
nmx0y7BBAyaG,wallet,1,113.71
dmP8bzIcmP9f,credit_card,2,91.12
EPkWRkWCymt2,wallet,1,33.96
WW4A9JHnbdLo,credit_card,4,61.24
RnjHI2TARfnm,credit_card,1,333.76
WOd2C2Szr8JQ,credit_card,2,213.72
5JGCy1Hjj5xC,credit_card,7,175.54
T8dHvM4mhM8P,credit_card,3,134.41
UBHWcuZr1T5X,voucher,1,390.63
uIBp0SAPsJeU,credit_card,10,156.99
ZC3YY8AcJ1TO,wallet,1,87.77
2OaMCpA3EzwA,credit_card,8,106.57
Y4LvM6rIUMkD,wallet,1,126.72
ijrtOx9UW1jO,credit_card,2,220.25
dSg5632scWuZ,wallet,1,59.1
YW7OuTDRN1W0,wallet,1,196.08
BFnxS0tAPi59,credit_card,5,56.29
laHfhhkDP3ZX,credit_card,6,337.0
vFXbJ1PKHvFd,wallet,1,70.27
totqpCdbIIrG,credit_card,3,174.19
A5SwvbKIX8iI,credit_card,3,288.13
wTmnvdfappkS,credit_card,2,307.38
4pHGFDZy8v7Q,credit_card,3,107.11
EH0YfCupFB7h,credit_card,1,245.7
Y1Q8mwmKA0Jb,credit_card,6,254.96
AXl3DaVezPnC,credit_card,1,49.48
oxsJqz6p8ch8,credit_card,3,145.17
Qu0bP5Bpr7Ls,wallet,1,77.38
JIiPh90Q6fLx,credit_card,5,123.97
1l4pulFv3orL,wallet,1,211.14
sDD77mA86kom,credit_card,5,84.79
8LZYekkuqLjs,wallet,1,125.09
LlfCmn5rDE1d,credit_card,1,451.75
xqfMbZqD03UD,credit_card,2,223.53
4U1c5ZyQiU0K,wallet,1,190.76
chWFcfIT26fF,credit_card,9,395.04
CwXTD7e3gwTH,credit_card,1,10.02
HYENKEQiK1YX,credit_card,10,910.2
VlAYE9C0sVuO,debit_card,1,10.58
Vg6hhCx5x891,debit_card,1,9.81
Pcqjo8oJtF4h,credit_card,1,146.78
rhu8qWHI6fZ9,credit_card,3,97.96
K7Tv90x2Xu5g,credit_card,6,59.89
r5uaYNraWYyq,credit_card,1,90.39
rO1CmDV3C4wT,credit_card,4,228.94
7BzJ6bfO66Qa,credit_card,1,43.07
qfrIY3zS8NEI,credit_card,10,83.8
vcyN5eBKkK6b,wallet,1,125.86
YEdA1oEOHGVD,credit_card,4,137.47
o8txKj1aBWjn,credit_card,4,316.92
sdfEKidvRl1y,credit_card,7,2.8
O9wDR7mDvJ91,credit_card,3,60.83
Pvk2lx4DnOpj,credit_card,1,364.46
WHzzl7WjnOvx,credit_card,1,556.1
R7nFOqZN2UTG,credit_card,6,1119.6
4UJxYj7edGc6,wallet,1,2784.16
elmQS0R3ZYX2,credit_card,1,0.53
6hl7akjYvXgu,credit_card,2,225.13
DmPpW8euHGV3,credit_card,8,1.15
Yn7XUmGqdXVk,credit_card,10,216.6
6g2J67HEZreu,credit_card,2,522.73
YpR0QS8D5rY5,voucher,1,255.6
BYHxxS9iffHS,credit_card,2,240.67
6S8Bb6G0ando,voucher,1,149.33
aUjk7sXv1owW,credit_card,6,344.28
48vikPSTyPVp,credit_card,2,424.55
Cy76mKMZpRib,credit_card,3,51.21
TZYnIRCoz3U7,wallet,1,74.87
iyNE0qGOydCJ,voucher,1,511.43
CtbomYg1Ujuk,credit_card,1,116.37
6cZ219bqSpr9,credit_card,4,931.57
mEwo28C64iSg,wallet,1,609.9
6QWda03K21WV,credit_card,1,135.73
ZUQq7MvDDnqn,wallet,1,82.0
ZVi58cMPcVQK,credit_card,5,316.57
1EyL3buAitsv,wallet,1,226.66
SWlw1nwyzZRG,credit_card,1,77.43
iE7Fpb2x3M9n,credit_card,8,45.18
bk4FkXqqOPJX,credit_card,3,297.99
wvtWSsc6FuVl,credit_card,10,86.46
wRWWrRfFEeob,wallet,1,798.02
bKC51iezCi90,credit_card,1,178.88
8FLpOJOCdn3G,credit_card,1,225.04
Z2hF8sQr7zT7,wallet,1,313.99
ejaqhrYmuCNb,credit_card,8,7.15
mLUfESqGnV8Q,credit_card,4,116.8
Iftj9yoS5tF2,credit_card,2,318.82
N6iqGzaLkxgv,voucher,1,145.48
Cl7PDKNVbabz,wallet,1,5.33
IuyEnt68gDlG,credit_card,9,44.42
IOvkA23wu82n,credit_card,1,125.8
WPfhSwuLESCU,wallet,1,58.57
wNclyehZT4Cq,credit_card,2,852.49
XJimZFbFqwRA,credit_card,4,53.31
VQj0oG7GGuU5,credit_card,2,212.41
GtxLtGmnA219,voucher,1,1843.85
rlKBKg0WHMKc,credit_card,2,133.15
wt8tT7NCiVVA,credit_card,1,328.38
9cZm4j2vG4O9,credit_card,1,65.86
pTUsIQWWALvp,credit_card,3,129.62
StqZ6ESYi3Zc,wallet,1,585.95
bf2cPFPeu0wH,wallet,1,234.75
wYWj4QhtepWZ,credit_card,3,96.38
lm47oT8fBQZY,wallet,1,330.13
Z7dv6q0VjZie,credit_card,7,2.14
